VENDOR_CODE,VENDOR_NAME
020626,"BONNIRIVER INDUSTRIAL CORPORATION"
034341,"COTTON STUFF CLOTHING COMPANY INC."
260267,"A. BORSIK RESOURCES, INC."
014077,"ADVANTIX MARKETING"
010278,"ARMAK TAPE CORPORATION"
124168,"LE GRAND BOUTIQUE PHILIPPINES INC."
210269,"UNO SEIS OCHO CORP."
