VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DEPT
070528,"GLOBAL WELLNESS INNOVATION INCORPORATED",OUTRIGHT,WATSONS
070218,"GLOBAL WINDS CORP",OUTRIGHT,"HARDWARE,WATSONS"
070139,"GLOBAL WOOD CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,OUR HOME,FURNITURE & FIXTURES,KITCHENWARE,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES"
070517,"GLOBALVENTURES CO.",OUTRIGHT,"BABIES ACCS & FURN,PET EXPRESS"
070270,"GLOBALXCHANGE CORP",OUTRIGHT,WATSONS
070498,"GLOBO ASIATICO ENTERPRISES, INC.",OUTRIGHT,WATSONS
070361,"GLOFIT INC",OUTRIGHT,"WOMEN'S SHOES,KIDS' SHOES"
070298,"GLORIOUS INDUSTRIAL & DEVELOPMENTCORPORATION",OUTRIGHT,WATSONS
074185,"GLORY NATURALS INC","STORE CONSIGNOR",WATSONS
070414,"GLOSONS TRADING LIMITED COMPANY",OUTRIGHT,WATSONS
074190,"GMARDC CORP.","STORE CONSIGNOR","KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS,KIDS' WEAR - GIRLS DS,BABIES' WEAR DS,KIDS' WEAR - BOYS DS"
070463,"GMNL ENTERPRISE",OUTRIGHT,"KULTURA,LINENS AND ACCESSORIES"
074147,"GNB ENTERPRISES","STORE CONSIGNOR","KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS,KIDS' WEAR - GIRLS DS,BABIES' WEAR DS,KIDS' WEAR - BOYS DS"
070539,"GO LEVEREDGE DISTRIBUTION CORP.",OUTRIGHT,WATSONS
074223,"GO NURTURE ENTERPRISE","STORE CONSIGNOR","BABIES ACCS & FURN"
070530,"GO RIGHT GRM ENTERPRISES INC.",OUTRIGHT,SNACKS
070447,"GO-CSC ENTERPRISE",OUTRIGHT,STATIONERY
074026,"GODIVA, INC.","STORE CONSIGNOR",WATSONS
070527,"GOLD IN GRASS CORPORATION",OUTRIGHT,KULTURA
070376,"GOLD RIVER MANAGEMENT AND DEVELOPMENTCORPORATION",OUTRIGHT,WATSONS
070216,"GOLDA'S ENTERPRISES",OUTRIGHT,"SURPLUS SHOP,MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,LUGGAGE,KULTURA,DECOR AND ACCESSORIES,TOYS,PET EXPRESS"
070441,"GOLDA'S ENTERPRISES INC",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,PET EXPRESS,STATIONERY"
070354,"GOLDBRAND MARKETING INC.",OUTRIGHT,SNACKS
070466,"GOLDEN 138 CORP.",OUTRIGHT,"WOMEN'S ACCESSORIES"
070338,"GOLDEN ADVANCE MARKETING CORP",OUTRIGHT,"OUR HOME,FURNITURE & FIXTURES,HARDWARE"
070393,"GOLDEN ARROW FOOD ENTERPRISES",OUTRIGHT,"KULTURA,SNACKS,GUAM ISLAND"
070465,"GOLDEN BEE GARMENTS MARKETING CORP",OUTRIGHT,KULTURA
070115,"GOLDEN DRAGON METAL PRODUCTS INC",OUTRIGHT,"FURNITURE & FIXTURES,KITCHENWARE,HARDWARE,STATIONERY"
070592,"GOLDEN HOSIERY INC",OUTRIGHT,"WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
070457,"GOLDEN SAPPHIRE TRADING",OUTRIGHT,KULTURA
070540,"GOLDENLIGHTS PHILS, INC.",OUTRIGHT,SNACKS
070367,"GOLDENTOP MARKETING INTERNATIONALCORPORATION",OUTRIGHT,"SNACKS,WATSONS"
074183,"GOLDLINE COSMETICS MANUFACTURINGCORPORATION","STORE CONSIGNOR",WATSONS
070374,"GOOD GRACE APPAREL INC",OUTRIGHT,"GIRLS TEENS' WEAR,BOYS TEENS' WEAR"
070436,"GOOD GRACE DENIM GROUP INC",OUTRIGHT,"BOYS TEENS' WEAR"
074197,"GOOD LIVING RETAIL CONCEPTS CORPORATION","STORE CONSIGNOR","WOMEN'S SHOES,BAGS,WOMEN'S SHOES DS,BAGS DS"
070416,"GOODFELLOW PHARMA CORP.",OUTRIGHT,WATSONS
070587,"GOODWAY INTL TRADING CORP",OUTRIGHT,SNACKS
070430,"GOODWILL VENTURES MFG & TRADING",OUTRIGHT,"DECOR AND ACCESSORIES"
070897,"GOODWIN CORPORATION",OUTRIGHT,"DECOR AND ACCESSORIES,STATIONERY"
074118,"GOPANKIN TRADING INC.","STORE CONSIGNOR","BABIES ACCS & FURN"
070503,"GORDOVEZ-MOLINA TRADING AND MERCHANDISECOMPANY",OUTRIGHT,KULTURA
070508,"GORGONIA'S FAN HANDICRAFT",OUTRIGHT,KULTURA
070294,"GOURMET FARMS, INC.",OUTRIGHT,"KULTURA,WATSONS"
074069,"GRACE PARK INTL INC","STORE CONSIGNOR","BABIES ACCS & FURN,OUR HOME,FURNITURE & FIXTURES,HARDWARE,CRATE AND BARREL"
070423,"GRACELAND ARTS N CRAFT",OUTRIGHT,KULTURA
070472,"GRACELAND ARTS N CRAFT CO",OUTRIGHT,KULTURA
070460,"GRACIASFOODS 2 INC",OUTRIGHT,KULTURA
070767,"GRACZAR GARMENTS SEWING CONTRACTOR",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS,TOYS"
070505,"GRACZAR GARMENTS SEWING SERVICES",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS"
070848,"GRAND MASTER BOX PRINTING &MANUFACTURING CORP",OUTRIGHT,"TOYS,STATIONERY"
070475,"GRANTS NATURE DECORS",OUTRIGHT,KULTURA
070476,"GREAT GARMENTZ, INC.",OUTRIGHT,"MEN'S WEAR,KIDS' WEAR - GIRLS,WOMEN'S WEAR 2,BABIES' WEAR,KIDS' WEAR - BOYS,SURPLUS SHOP,BABIES ACCS & FURN,KULTURA,MEN'S WEAR PLUS"
070401,"GREAT VISION BUSINESS VENTURE INC",OUTRIGHT,"MEN'S WEAR,KIDS' WEAR - GIRLS,BABIES' WEAR,SMART BUY"
070520,"GREAT WELL PHARMA INC.",OUTRIGHT,WATSONS
070485,"GREAT WINPARD PHILIPPINES, INC.",OUTRIGHT,LUGGAGE
070437,"GREEN CYCLE ENTERPRISES",OUTRIGHT,"WOMEN'S WEAR 1,KULTURA,WATSONS"
070296,"GREEN GRASS MARKETING",OUTRIGHT,"WOMEN'S SHOES,KIDS' SHOES"
070364,"GREEN LEAF ECO BAGS",OUTRIGHT,"WOMEN'S ACCESSORIES,KULTURA"
074181,"GREEN360 TRADING","STORE CONSIGNOR","BABIES ACCS & FURN"
070486,"GREENEARTH HERITAGE FOUNDATION INC",OUTRIGHT,KULTURA
070545,"GREENLIFE COCONUT PRODUCTS PHILIPPINESINC.",OUTRIGHT,KULTURA
070445,"GREENWOOD HOME DECOR INC",OUTRIGHT,KULTURA
074207,"GRETCHEN SANTOS TRADING","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
070828,"GROWTH SALES ENTERPRISES",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,BABIES' WEAR,BABIES ACCS & FURN,KULTURA"
074213,"GRUPO ATHLETICA INC","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
074220,"GRUPPO POTENZA CORPORATION","STORE CONSIGNOR","MEN'S SHOES,BOYS TEENS' WEAR,TOYS,BOYS' TEEN WEAR DS,MEN'S SHOES DS"
074165,"GT COSMETICS MANUFACTURING","STORE CONSIGNOR",WATSONS
070335,"GUENEVERE INTERNATIONAL TRADING INC",OUTRIGHT,"WOMEN'S WEAR 1,WOMEN'S WEAR 3"
070541,"GUIDO YLAYA CORPORATION",OUTRIGHT,KULTURA
074172,"GUSTAZO ALIMENTOS CORPORATION","STORE CONSIGNOR",KULTURA
074200,"GUSTO PHILIPPINES COMPANY INC","STORE CONSIGNOR",APPLIANCE
070456,"GVX ANGELES TRADING CORP.",OUTRIGHT,"WOMEN'S WEAR 1,GUAM ISLAND"
084123,"H2O LIFE SOURCE PHILIPPINES INC","STORE CONSIGNOR",APPLIANCE
080343,"HABI BATANGAN",OUTRIGHT,KULTURA
190894,"HAIER ELECTRICAL APPLIANCES PHILS INC",OUTRIGHT,APPLIANCE
084107,"HALCO HEALTH AND LIVING CORPORATION","STORE CONSIGNOR",WATSONS
084001,"HALSTON GARMENTS, INC.","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
080037,"HAMILTON LEATHER MFG",OUTRIGHT,"MEN'S ACCESSORIES,KIDS' ACCESSORIES"
084010,"HANDLE BAR INC","STORE CONSIGNOR",HARDWARE
080283,"HAOBO MARKETING",OUTRIGHT,"WOMEN'S WEAR 1,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES ACCS & FURN,WOMEN'S WEAR 3"
080218,"HAPIHOM CO",OUTRIGHT,"BABIES ACCS & FURN,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES"
084122,"HAPPY BUNNY ENTERPRISES INC","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
080186,"HAPPY NOTES NOVELTIES & SOUVENIRS SHOP",OUTRIGHT,TOYS
084026,"HARD CASTLE CORPORATION","STORE CONSIGNOR",TOYS
080179,"HARD STONE MARKETING",OUTRIGHT,"STORAGE AND ORGANIZER,APPLIANCE,KITCHENWARE,TABLEWARE,HARDWARE"
080301,"HARMONY & WELLNESS ENTERPRISES",OUTRIGHT,WATSONS
080124,"HARP ENTERPRISE INTERNATIONAL",OUTRIGHT,"KIDS' WEAR - BOYS,APPLIANCE,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,HARDWARE,TOYS,PET EXPRESS"
080224,"HARSHIL ENTERPRISES",OUTRIGHT,"BABIES' WEAR"
084108,"HART INTERNATIONAL CO","STORE CONSIGNOR",HARDWARE
080292,"HAUTE & SPICY INC",OUTRIGHT,"GIRLS TEENS' WEAR"
080302,"HBLMASIA PHILIPPINES INC.",OUTRIGHT,"OUR HOME,KULTURA"
080316,"HEALTH CHANNELS INNOVATORS INC",OUTRIGHT,WATSONS
084125,"HEALTH EXPRESS INC","STORE CONSIGNOR",WATSONS
080269,"HEALTH Y WONDERS CORP",OUTRIGHT,SNACKS
080312,"HEALTHY SWEETS",OUTRIGHT,KULTURA
080332,"HEALTHY SWEETS MINDANAO CORPORATION",OUTRIGHT,KULTURA
084119,"HEARTS AND ARROWS INC","STORE CONSIGNOR","BRANDED ACCESSORIES,BRANDED ACCESSORIES DS"
084002,"HEARTSTRINGS ENTERPRISES INC","STORE CONSIGNOR","BAGS,BAGS DS"
080239,"HEATGEAR TRADING",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,SURPLUS SHOP,WOMEN'S WEAR 3,SMART BUY"
080111,"HEDDA SHOE SHOP",OUTRIGHT,"WOMEN'S ACCESSORIES,BAGS"
080198,"HEEL2TOE MARKETING CORPORATION",OUTRIGHT,"WOMEN'S SHOES"
084143,"HELLOGIGGLES MARKETING","STORE CONSIGNOR","BABIES ACCS & FURN"
080307,"HENAH ENTERPRISES",OUTRIGHT,"SURPLUS SHOP"
080287,"HENRICH BASIC CLOTHING CORP",OUTRIGHT,"SMART BUY"
080125,"HENRICH FOOD PRODUCTS",OUTRIGHT,SNACKS
080462,"HENRY GARMENTS MFG INC",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,KULTURA,WOMEN'S WEAR 3,MEN'S WEAR PLUS,SMART BUY"
080183,"HENSON CLOTHING COMPANY INC",OUTRIGHT,"KIDS' WEAR - GIRLS,MW INSTITUTIONAL SALES"
080262,"HERB-ALL ORGANIC TRADING CORPORATION",OUTRIGHT,WATSONS
080212,"HERBCARE CORPORATION",OUTRIGHT,WATSONS
080138,"HERBS & NATURE CORPORATION",OUTRIGHT,WATSONS
080275,"HERMANAS Y PRIMOS INC",OUTRIGHT,"BABIES ACCS & FURN"
080555,"HERMIELYN'S CAPS & BAGS",OUTRIGHT,"BABIES' WEAR,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
080445,"HERMON INTERNATIONAL MARKETING",OUTRIGHT,WATSONS
080153,"HH ASIA TRADING INC",OUTRIGHT,HARDWARE
080338,"HIGH END FASHION, INC.",OUTRIGHT,"WOMEN'S WEAR 1"
084144,"HIGH POWER GREAT GEARS APPAREL INC.","STORE CONSIGNOR","MEN'S WEAR,MEN'S WEAR DS"
084130,"HIGHLY EXCLUSIVE INCORPORATED","STORE CONSIGNOR","SPORTS CENTRAL"
084115,"HIGHRISE RICH VENTURES INCORPORATED","STORE CONSIGNOR","OUR HOME"
084096,"HIGHTOWER MARKETING CORPORATION","STORE CONSIGNOR","KIDS' WEAR - GIRLS,KIDS' WEAR - BOYS,KIDS' WEAR - GIRLS DS,KIDS' WEAR - BOYS DS"
080134,"HILTON VENTURE PHIL",OUTRIGHT,"KIDS' ACCESSORIES,STORAGE AND ORGANIZER"
084137,"HINGE INQUIRER PUBLICATIONS, INC","STORE CONSIGNOR","BABIES ACCS & FURN"
080348,"HIRAYA ARTISAN CHOCOLATES INC.",OUTRIGHT,KULTURA
084066,"HI-SENSE FASHION CO","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,MEN'S WEAR DS,WOMEN'S WEAR 1 DS"
084044,"HI-VISION CHAUSSURES INC","STORE CONSIGNOR","MEN'S SHOES,WOMEN'S SHOES,SPORTS CENTRAL,WOMEN'S SHOES DS,MEN'S SHOES DS"
080294,"HNM IMPORT & EXPORT",OUTRIGHT,"WOMEN'S SHOES,BAGS,LUGGAGE"
084121,"HOBBES CONCEPTS CORPORATION","STORE CONSIGNOR",TOYS
080148,"HOK DIENG ENT CORP",OUTRIGHT,"STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,DECOR AND ACCESSORIES"
080329,"HOLISTIX INC.",OUTRIGHT,WATSONS
084006,"HOLOFER MKTG INC","STORE CONSIGNOR","WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,WOMEN'S WEAR 2,KULTURA,WOMEN'S WEAR 1 DS,KIDS' WEAR - GIRLS DS,WOMEN'S WEAR 2 DS"
080248,"HOME JEWELS NOVELTY SHOP",OUTRIGHT,KULTURA
084114,"HOME STUDIO INCORPORATED","STORE CONSIGNOR","FURNITURE & FIXTURES"
080266,"HOMEBERRY CORP",OUTRIGHT,"STORAGE AND ORGANIZER,TABLEWARE,HARDWARE"
084131,"HOMEWORKZ ENTERTAINMENT SERVICES","STORE CONSIGNOR","MUSIC N VIDEO"
080236,"HOMME PLUS MARKETING COMPANY",OUTRIGHT,"MEN'S SHOES,BABIES' WEAR,WOMEN'S SHOES,SURPLUS SHOP,MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,BAGS,BABIES ACCS & FURN,STORAGE AND ORGANIZER,KIDS' SHOES,OUR HOME,KULTURA,KITCHENWARE,TABLEWARE,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,HARDWARE,STATIONERY,CHARACTER SHOP"
084120,"HOMMSS TRADING CORPORATION","STORE CONSIGNOR",HARDWARE
084145,"HONEST VENTURES CORPORATION","STORE CONSIGNOR","BABIES ACCS & FURN,TOYS"
080237,"HONEX MARKETING CORPORATION",OUTRIGHT,"MEN'S ACCESSORIES,STATIONERY"
080254,"HONEYSPRING ENTERPRISES, INC.",OUTRIGHT,"MEN'S WEAR,MW INSTITUTIONAL SALES"
080034,"HOOPS MANUFACTURING CORPORATION",OUTRIGHT,"MEN'S WEAR,KIDS' WEAR - GIRLS,BOYS TEENS' WEAR,MEN'S WEAR PLUS"
084135,"HOTSTUFF MARKETING PHILS. INC.","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
084111,"HUGE MANUFACTURING CORPORATION","STORE CONSIGNOR","LINENS AND ACCESSORIES,CRATE AND BARREL"
084117,"HYACINTH RED 88 CORPORATION","STORE CONSIGNOR","KIDS' ACCESSORIES,KIDS' ACCESSORIES DS"
080022,"HYJET MARKETING INCORPORATED",OUTRIGHT,HARDWARE
084138,"HYPER GLOBAL MAC ENTERPRISES INC.","STORE CONSIGNOR",WATSONS
090167,"I.C. DALUPAN ENTERPRISES",OUTRIGHT,"WOMEN'S WEAR 1"
090113,"I.O.S. MARKETING CORPORATION",OUTRIGHT,WATSONS
094054,"ICENIT LIGHTS AND DECORS INC","STORE CONSIGNOR","OUR HOME"
094080,"IDEA 1 INC.","STORE CONSIGNOR","BABIES ACCS & FURN"
094055,"IDEALISK INC","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 2,WOMEN'S WEAR 3,WATSONS,WOMEN'S WEAR 1 DS,WOMEN'S WEAR 2 DS,WOMEN'S WEAR 3 DS"
090191,"IDELI TECHNOLOGIES CORPORATION",OUTRIGHT,KULTURA
094044,"I-DIGIWORLD INC","STORE CONSIGNOR",APPLIANCE
094067,"I-FASHION MKTG CO","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 1 DS"
090166,"IHOME ENTERPRISES CO.",OUTRIGHT,"BABIES ACCS & FURN,STORAGE AND ORGANIZER,KITCHENWARE,HARDWARE"
090163,"IL.AEGO APPAREL INC",OUTRIGHT,"WOMEN'S WEAR 1"
094060,"ILLINOIS MARKETING INC.","STORE CONSIGNOR","GIRLS TEENS' WEAR,BABIES' WEAR,GIRLS' TEEN WEAR DS,BABIES' WEAR DS"
090153,"ILOCOS FOOD PRODUCTS",OUTRIGHT,SNACKS
094052,"I-MAGE WORX INCORPORATED","STORE CONSIGNOR",GADGETS
090025,"IN & OUT CORPORATION",OUTRIGHT,"MEN'S SHOES,KIDS' SHOES"
090186,"INCA WEARS UNLIMITED CORP",OUTRIGHT,"MEN'S WEAR,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,KULTURA"
094045,"INDO-CHINE FASHION TRADING","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 2,WOMEN'S WEAR 3,WOMEN'S WEAR 1 DS,WOMEN'S WEAR 2 DS,WOMEN'S WEAR 3 DS"
090081,"INDUREX CLOTHING",OUTRIGHT,"MEN'S WEAR,KIDS' WEAR - GIRLS,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,SURPLUS SHOP,MEN'S WEAR PLUS,MW INSTITUTIONAL SALES"
094087,"INES CELESTINA CLOTHING","STORE CONSIGNOR",KULTURA
094079,"INFINITE MEDICAL TRADING","STORE CONSIGNOR","BABIES ACCS & FURN"
090174,"INFINITRI PLUS CORP.",OUTRIGHT,SNACKS
094069,"INGROUP INC","STORE CONSIGNOR","CHARACTER SHOP"
094015,"INK-FOR-LESS INC","STORE CONSIGNOR",STATIONERY
094029,"INNERWEAR ESSENTIALS MARKETINGCORPORATION","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,WOMEN'S SHOES,WOMEN'S WEAR 3,WOMEN'S SHOES DS,MEN'S WEAR DS,WOMEN'S WEAR 1 DS,WOMEN'S WEAR 3 DS"
090119,"INNOGEN PHARMACEUTICALS INC",OUTRIGHT,WATSONS
094077,"INNOTEX MANUFACTURING CORPORATION","STORE CONSIGNOR","WOMEN'S WEAR 2,WOMEN'S WEAR 2 DS"
090207,"INNOVATIVE PACKAGING INDUSTRY CORP.",OUTRIGHT,SNACKS
090161,"INNOVATRONIX INCORPORATED",OUTRIGHT,HARDWARE
090139,"INNOVISTA TECHNOLOGIES, INC.",OUTRIGHT,APPLIANCE
090106,"INNUI MARKETING INC.",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,KIDS' SHOES"
090332,"INO'S HANDBAG FACTORY",OUTRIGHT,"WOMEN'S SHOES,BAGS,KIDS' SHOES,KULTURA"
094088,"INTECH GROUP INNOVATIONS CORP.","STORE CONSIGNOR",APPLIANCE
120950,"INTEGRATED MARKET SERVICES(PHILIPPINES) INC.",OUTRIGHT,"SNACKS,WATSONS"
090159,"INTERCHEMEX LABORATORIES INC",OUTRIGHT,WATSONS
094243,"INTERIOR CRAFTS","STORE CONSIGNOR","LINENS AND ACCESSORIES,CRATE AND BARREL"
090340,"INTERMETRO DISTRIBUTORS CORPORATION",OUTRIGHT,"STORAGE AND ORGANIZER,DECOR AND ACCESSORIES,TOYS,STATIONERY"
094062,"INTERNATIONAL COSMETIQUES INCORPORATED","STORE CONSIGNOR",WATSONS
090133,"INTERNATIONAL PHARMACEUTICALS INC",OUTRIGHT,"GUAM ISLAND,WATSONS"
090099,"INZIGNIA ENTERPRISE LIMITED CO",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BOYS TEENS' WEAR,WOMEN'S SHOES,WOMEN'S ACCESSORIES,BAGS,KULTURA,WOMEN'S WEAR 3"
094084,"IODHOME INC.","STORE CONSIGNOR","KITCHENWARE,CRATE AND BARREL"
090254,"IRENE INDUSTRIES",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
090198,"ISHOES CORPORATION",OUTRIGHT,"KIDS' SHOES"
094010,"ISLAND SOUVENIRS INCORPORATED","STORE CONSIGNOR","MEN'S WEAR,KULTURA,MEN'S WEAR DS"
094081,"ISLAND TWINPLUS TRADING CORP.","STORE CONSIGNOR",WATSONS
090199,"ISOURCE PROMO AND EVENTS INC.",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS"
150636,"ISS INTEGRATED SOURCING SOLUTIONS CORP.",OUTRIGHT,WATSONS
090028,"ISSHO-GENKI PHIL CORPORATION",OUTRIGHT,WATSONS
094028,"ISUCCESS CORPORATION","STORE CONSIGNOR","MEN'S WEAR,KULTURA,MEN'S WEAR DS"
090321,"ITALFOOD DISTRIBUTION INC",OUTRIGHT,SNACKS
094073,"ITOCHU CORPORATION - MANILA BRANCH","STORE CONSIGNOR",WATSONS
094063,"ITSIE-BITSIE BOUTIQUE","STORE CONSIGNOR","WOMEN'S WEAR 2,WOMEN'S WEAR 2 DS"
090087,"ITSOM BEAUTY BLOOMS INC",OUTRIGHT,WATSONS
094039,"IVORY MUSIC & VIDEO, INC.","STORE CONSIGNOR","MUSIC N VIDEO,TOYS"
090144,"IZIAL CHEMIEHAUSEN CORPORATION",OUTRIGHT,WATSONS
100623,"J A Z AND LOUBNA CO. LTD.",OUTRIGHT,"WOMEN'S WEAR 1,SURPLUS SHOP"
104111,"J CORDON COMMERCIAL CORPORATION","STORE CONSIGNOR","APPLIANCE,MUSIC N VIDEO"
100975,"J. CHEMIE LABORATORIES, INC.",OUTRIGHT,WATSONS
100507,"J. EMMANUEL PASTRIES",OUTRIGHT,"KULTURA,SNACKS"
100622,"J.A. MADISON TRADING CORPORATION",OUTRIGHT,"PET EXPRESS"
100639,"J.L.C. ALMAZORA CORPORATION",OUTRIGHT,"KIDS' SHOES"
100572,"J.N.J. GARMENTS MANUFACTURING",OUTRIGHT,"SMART BUY"
100651,"JACE VALUE PLUS GLOBAL CORPORATION",OUTRIGHT,"WOMEN'S WEAR 2"
104135,"JADE DE MINDORO PRODUCTS","STORE CONSIGNOR",KULTURA
100424,"JAKE COMMERCIAL INC",OUTRIGHT,"SURPLUS SHOP,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES"
100451,"JAMLA CORPORATION",OUTRIGHT,SNACKS
100873,"JAMMER SHOES",OUTRIGHT,"MEN'S SHOES"
104143,"JAMWIL ENTERPRISES","STORE CONSIGNOR",KULTURA
100596,"JANNGEL ENTERPRISES",OUTRIGHT,KULTURA
100484,"JAOMING MARKETING CORP.",OUTRIGHT,WATSONS
100652,"JARDENZ INTERNATIONAL TRADING CORP.",OUTRIGHT,"LINENS AND ACCESSORIES"
104027,"JARMAN SALES CORPORATION","STORE CONSIGNOR","MEN'S SHOES,KIDS' SHOES,KIDS' SHOES DS,MEN'S SHOES DS"
100644,"JARQUE TRADING",OUTRIGHT,KULTURA
100176,"JARVY FOOTWEAR SHOP",OUTRIGHT,"WOMEN'S SHOES,KIDS' SHOES"
100488,"JAYJAY APPAREL MANUFACTURING CORPORATION",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,TOYS"
100611,"JAYMIE'S FASHION TRADING CORP",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
100587,"JAYPEE WROUGHT IRON MANUFACTURING",OUTRIGHT,KULTURA
100540,"JCS PHARMACEUTICALS INC",OUTRIGHT,WATSONS
100494,"JD INDUSTRIAL SALES INC",OUTRIGHT,"BABIES ACCS & FURN,TOYS"
100662,"JDB IDEA'S HOME FURNITURE CORPORATION",OUTRIGHT,"OUR HOME"
100585,"JEANNA CHARLOTTE FASHION WEAR &ACCESORIES",OUTRIGHT,"WOMEN'S WEAR 1,GIRLS TEENS' WEAR,WOMEN'S WEAR 3"
104130,"JEANSCITY INCORPORATED","STORE CONSIGNOR","MEN'S WEAR,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,MEN'S WEAR DS,GIRLS' TEEN WEAR DS,BOYS' TEEN WEAR DS"
104139,"JEANSGALLERY INC.","STORE CONSIGNOR","GIRLS TEENS' WEAR,BOYS TEENS' WEAR,GIRLS' TEEN WEAR DS,BOYS' TEEN WEAR DS"
100549,"JEANSTATION INC",OUTRIGHT,"SMART BUY"
100546,"JELLYBEANS ENTERPRISES",OUTRIGHT,BAGS
104141,"JEN-1-NE DISTRIBUTOR, INC.","STORE CONSIGNOR",TOYS
100409,"JENBROS GARMENTS CORPORATION",OUTRIGHT,"WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,KIDS' WEAR - BOYS"
100566,"JENTON HIGH FASHION APPAREL INC",OUTRIGHT,"WOMEN'S WEAR 1"
100513,"JER SHELL'S CRAFT CREATIONS INT'L",OUTRIGHT,KULTURA
104053,"JERM MARKETING INC","STORE CONSIGNOR","KITCHENWARE,HARDWARE,MUSIC N VIDEO,WATSONS"
104142,"JETSBRO INC.","STORE CONSIGNOR","MEN'S ACCESSORIES,MEN'S ACCESSORIES DS"
104070,"JEVANCY-RHOFE COLLECTION","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 1 DS"
100657,"JEWEL BUTTERFLY WINGS AND CREATION",OUTRIGHT,KULTURA
100324,"JHN & MCH GARMENTS INDUSTRIES",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,WOMEN'S WEAR 3"
100624,"JIA YING TRADING",OUTRIGHT,"KIDS' WEAR - GIRLS,KIDS' WEAR - BOYS,SURPLUS SHOP"
100559,"JIA2 CORP",OUTRIGHT,"STORAGE AND ORGANIZER,SNACKS"
104132,"JIINZU INC","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,MEN'S WEAR DS,WOMEN'S WEAR 1 DS"
100614,"JKG CARVER INTERNATIONAL TRADINGCORPORATION",OUTRIGHT,"BABIES ACCS & FURN"
100094,"JL LOPEZ MERCHANDISING",OUTRIGHT,"LINENS AND ACCESSORIES"
