VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DEPT
164160,"PANACHE INC","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 3,WOMEN'S WEAR 1 DS,WOMEN'S WEAR 3 DS"
160698,PANARAMICS,OUTRIGHT,"DECOR AND ACCESSORIES"
160260,"PANTHER ELECTRICAL INDUSTRIES",OUTRIGHT,"APPLIANCE,HARDWARE,STATIONERY"
160578,"PAPA DILO'S TRADING",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR"
160045,"PAPER PRODUCTS MANUFACTURINGENTERPRISES INC",OUTRIGHT,"TOYS,STATIONERY"
160516,"PAPERLINE & DESIGNS INCORPORATED",OUTRIGHT,STATIONERY
160016,"PAPERMAX DISTRIBUTOR INC",OUTRIGHT,STATIONERY
160959,"PAPERTECH INC",OUTRIGHT,WATSONS
164225,"PAPERTREE STATIONERS, INC.","STORE CONSIGNOR",STATIONERY
160627,"PARATI GOOD TIMES TRADING CORP.",OUTRIGHT,KULTURA
160901,"PASCUAL ENTERPRISE",OUTRIGHT,HARDWARE
160600,"PASCUAL LABORATORIES INC",OUTRIGHT,WATSONS
160500,"PATT-MARIE-PAUL TRADING",OUTRIGHT,"SURPLUS SHOP,MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,BAGS,BABIES ACCS & FURN,LUGGAGE,STORAGE AND ORGANIZER,OUR HOME,KULTURA,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,WATSONS"
160664,"PAT-TRICIA SHOES CORPORATION",OUTRIGHT,"KIDS' SHOES"
160418,"PEAK SILKSCREEN PRINTING & GARMENTSMANUFACTURING",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,WOMEN'S WEAR 3"
160065,"PECTON MERCANTILE INC",OUTRIGHT,STATIONERY
164180,"PEEPUL MARKETING CORP","STORE CONSIGNOR","STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,CRATE AND BARREL"
160406,"PEERLESS PRODUCTS MANUFACTURINGCORPORATION",OUTRIGHT,WATSONS
160106,"PEPSI-COLA PRODUCTS PHILIPPINES, INC.",OUTRIGHT,"SNACKS,WATSONS"
164175,"PERFECT PIECES ENTERPRISE","STORE CONSIGNOR","BABIES ACCS & FURN,OUR HOME"
164221,"PERFECT SOLE ENTERPRISES","STORE CONSIGNOR","WOMEN'S SHOES,WOMEN'S SHOES DS"
160105,"PERFECT TEAM CORPORATION",OUTRIGHT,"KIDS' ACCESSORIES,WATSONS"
164204,"PERISSOS WOODCRAFT CORPORATION","STORE CONSIGNOR","KITCHENWARE,CRATE AND BARREL"
164211,"PERKINS TWINS TENNIS ACADEMY CORPORATION","STORE CONSIGNOR","MUSIC N VIDEO"
164216,"PERRELL INC.","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - BOYS,WOMEN'S WEAR 3,MEN'S WEAR DS,WOMEN'S WEAR 1 DS,KIDS' WEAR - BOYS DS,WOMEN'S WEAR 3 DS"
164232,"PERT ENTERPRISES","STORE CONSIGNOR",STATIONERY
160559,"PERVIL COSMETICS PHILS INC",OUTRIGHT,WATSONS
164229,"PET IDEAS INC","STORE CONSIGNOR","PET EXPRESS"
164182,"PET NESS BEAUTY PETSHOPPE","STORE CONSIGNOR","PET EXPRESS"
164195,"PET STYLERS INCORPORATED","STORE CONSIGNOR","PET EXPRESS"
164201,"PET VALLEY MEMORIAL SERVICES","STORE CONSIGNOR","PET EXPRESS"
164470,"PETIT MONDE APPAREL CORPORATION","STORE CONSIGNOR","GIRLS TEENS' WEAR,GIRLS' TEEN WEAR DS"
160293,"PHARMASPEC N.A. INC",OUTRIGHT,WATSONS
160661,"PHDELI CORP.",OUTRIGHT,SNACKS
160489,"PHENOMENAL SOLUTIONS INC",OUTRIGHT,APPLIANCE
160630,"PHIDIAS ENTERPRISES",OUTRIGHT,"WOMEN'S SHOES"
164208,"PHIL JAM RECORDS","STORE CONSIGNOR","MUSIC N VIDEO"
160591,"PHIL-GERMAN MAGAZINE DISTRIBUTOR",OUTRIGHT,KULTURA
164210,"PHILIP LEONARD FINE FURNITURECORPORATION","STORE CONSIGNOR","FURNITURE & FIXTURES,CRATE AND BARREL"
160514,"PHILIPPE & LLOYD TRADERS CORPORATION",OUTRIGHT,"WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS"
164167,"PHILIPPINE & SCANDINAVIAN DESIGN FILTRAINC","STORE CONSIGNOR","OUR HOME,KULTURA"
160130,"PHILIPPINE BLUE CROSS BIOTECHCORPORATION",OUTRIGHT,WATSONS
164207,"PHILIPPINE CANINE CLUB, INC.","STORE CONSIGNOR","PET EXPRESS"
164158,"PHILIPPINE DAILY INQUIRER, INC.","STORE CONSIGNOR",WATSONS
160671,"PHILIPPINE FOODSERVICE GROUP CORPORATION",OUTRIGHT,"APPLIANCE,KITCHENWARE"
160034,"PHILIPPINE INSULATION CO INC",OUTRIGHT,HARDWARE
164187,"PHILIPPINE MOUNTAIN COFFEE COLLECTIONINC","STORE CONSIGNOR",KULTURA
160545,"PHILIPPINE SEAWEALTH FOOD INC.",OUTRIGHT,"KULTURA,SNACKS,GUAM ISLAND"
160659,"PHILLPLUS TRADING CORP.",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,KIDS' SHOES"
160187,"PHILMAN COMMERCIAL INC",OUTRIGHT,HARDWARE
160885,"PHIL-TOP INDUSTRIES, INC.",OUTRIGHT,"STORAGE AND ORGANIZER,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE"
160429,"PHYTOTHERA INC",OUTRIGHT,WATSONS
160533,"PI HANDICRAFTS",OUTRIGHT,KULTURA
164064,"PIDROPHIL TRDG INTL CORP","STORE CONSIGNOR",KULTURA
160529,"PIERRE CURRAN MARKETING INC.",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,GUAM ISLAND"
160640,"PILAR'S GARMENTS",OUTRIGHT,"LINENS AND ACCESSORIES"
160567,"PINILI HOME DECOR *T",OUTRIGHT,KULTURA
164067,"PINNACLE VISION CORPORATION","STORE CONSIGNOR","MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,KIDS' ACCESSORIES,BRANDED ACCESSORIES,CHARACTER SHOP,MEN'S ACCESSORIES DS,WOMEN'S ACCESSORIES DS,KIDS' ACCESSORIES DS,BRANDED ACCESSORIES DS"
164112,"PINOI REPUBLIC TRADE","STORE CONSIGNOR","MEN'S WEAR,KULTURA,MEN'S WEAR DS"
164186,"PINOY CHICHARON FOOD PRODUCTS INC","STORE CONSIGNOR",SNACKS
160534,"PLASTIC TREND HOUSEWARE MFG CORP",OUTRIGHT,HARDWARE
164190,"PLATINUM RULE WEARS & ACCESSORIES INC","STORE CONSIGNOR","WOMEN'S WEAR 3,WOMEN'S WEAR 3 DS"
160612,"PLV TRADING",OUTRIGHT,KULTURA
164458,"PMA MARKETING","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,MEN'S WEAR DS,WOMEN'S WEAR 1 DS"
160352,"POLY-CELL BUBBLE SHEET MFG CORP",OUTRIGHT,"KULTURA,STATIONERY"
164062,"POLYEAST RECORDS CORPORATION","STORE CONSIGNOR","MUSIC N VIDEO"
160596,"PORCELE FASHION ACCESSORIES SHOP",OUTRIGHT,KULTURA
160562,"PORKY BEST PRODUCTS",OUTRIGHT,SNACKS
160409,"POSITIVE PRINCIPLE ENTERPRISES",OUTRIGHT,HARDWARE
160128,"POWERLOOM INTERNATIONAL COMPANY",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR"
160474,"POWERTECH ASIA PACIFIC INC",OUTRIGHT,HARDWARE
160590,"PPRIFER COMMERCIAL CORPORATION",OUTRIGHT,"BAGS,LUGGAGE"
160433,"PRADORA INC",OUTRIGHT,KULTURA
160548,"PRADORA URBAN HOME DECOR & GIFTS",OUTRIGHT,"DECOR AND ACCESSORIES"
164456,"PRAISE INCORPORATED","STORE CONSIGNOR","MUSIC N VIDEO"
160633,"PREMIER CENTRAL INC",OUTRIGHT,"CHARACTER SHOP"
160435,"PREMIER EAST GLOBAL INTL CO",OUTRIGHT,"KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S SHOES,WOMEN'S ACCESSORIES,BAGS,LUGGAGE,KIDS' SHOES"
160635,"PREMIER SOUTHERN CORPORATION",OUTRIGHT,"TOYS,CHARACTER SHOP"
164219,"PREMIERE GLOBAL LIFESTYLE TRADING CORP.","STORE CONSIGNOR","GIRLS TEENS' WEAR,GIRLS' TEEN WEAR DS"
160459,"PREMIUM FINDS TRADING",OUTRIGHT,"BAGS,WATSONS"
164147,"PREMIUMSOLE INTERNATIONAL CORPORATION","STORE CONSIGNOR","MEN'S SHOES,WOMEN'S SHOES,SPORTS CENTRAL,WOMEN'S SHOES DS,MEN'S SHOES DS"
164181,"PRESTIGE AUTOSPORTS CENTER CORP","STORE CONSIGNOR",HARDWARE
160150,"PRESTIGE PLASTICS, INC.",OUTRIGHT,"STORAGE AND ORGANIZER,KITCHENWARE,TABLEWARE,HARDWARE"
160246,"PRESTIGE QUALITY PAPER PRODUCT CORP",OUTRIGHT,STATIONERY
160568,"PREZZ KOLOURS ARTS AND DESIGNS",OUTRIGHT,KULTURA
164060,"PRIDE OF OUR LAND INC","STORE CONSIGNOR",KULTURA
160510,"PRIFOOD CORPORATION",OUTRIGHT,"SNACKS,GUAM ISLAND"
160684,"PRIMA BELLE SALES AND MARKETINGCORPORATION",OUTRIGHT,WATSONS
160616,"PRIMA MODAS, INC.",OUTRIGHT,TABLEWARE
160683,"PRIMAVANTAGE CORPORATION",OUTRIGHT,WATSONS
160623,"PRIME FRUITS INTERNATIONAL, INC.",OUTRIGHT,"KULTURA,SNACKS"
164127,"PRIME LIFESTYLE INC","STORE CONSIGNOR",HARDWARE
164071,"PRIME MASTER INNOVATIONS INC","STORE CONSIGNOR","MEN'S SHOES,MEN'S WEAR,BOYS TEENS' WEAR,WOMEN'S SHOES,KIDS' SHOES,WOMEN'S SHOES DS,KIDS' SHOES DS,MEN'S WEAR DS,BOYS' TEEN WEAR DS,MEN'S SHOES DS"
164218,"PRIMELOOK ENTERPRISE CO.","STORE CONSIGNOR","WOMEN'S WEAR 1,GIRLS TEENS' WEAR,WOMEN'S WEAR 1 DS,GIRLS' TEEN WEAR DS"
160593,"PRIMOS FELICES AND CO",OUTRIGHT,BAGS
160690,"PRIMROSE MEGACORP ENTERPRISE INC",OUTRIGHT,"WOMEN'S WEAR 1,WOMEN'S WEAR 2,BOYS TEENS' WEAR,SURPLUS SHOP,GUAM ISLAND"
160598,"PRINCESS RYANNA TRADING",OUTRIGHT,"WOMEN'S SHOES"
160588,"PRINT UNIVERSE GRAPHICS & PACKAGING INC",OUTRIGHT,STATIONERY
160279,"PRINT UNIVERSE PRINTING PRESS",OUTRIGHT,"KIDS' ACCESSORIES,KULTURA,STATIONERY"
160606,"PRIPARICHI INCORPORATED",OUTRIGHT,"BAGS,LUGGAGE"
160419,"PRISCILLA'S GENERAL MERCHANDISING",OUTRIGHT,"WOMEN'S ACCESSORIES,KIDS' ACCESSORIES"
160330,"PRIVATE LABELS INC",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,MEN'S WEAR PLUS"
160911,"PRO BAG INDUSTRIES",OUTRIGHT,"MEN'S ACCESSORIES,BAGS,LUGGAGE,SIGNATURE LINES,OUR HOME,KULTURA,APPLIANCE,PET EXPRESS,SPORTS CENTRAL,WATSONS"
164044,"PRO STAR SPORTS PHILIPPINES INC","STORE CONSIGNOR","MEN'S SHOES,MEN'S SHOES DS"
160547,"PROBIO MEDCARE INCORPORATED",OUTRIGHT,WATSONS
160581,"PROBIOHEALTH PHILIPPINES INC",OUTRIGHT,WATSONS
160527,"PROCARE SPORTS TRADING",OUTRIGHT,"MEN'S ACCESSORIES"
160265,"PROCTER & GAMBLE DISTRIBUTING(PHILIPPINES), INC.",OUTRIGHT,"BABIES ACCS & FURN,WATSONS"
160621,"PROCTER & GAMBLE PHILIPPINES, INC.",OUTRIGHT,"HARDWARE,WATSONS"
160682,"PROFESSIONAL COSMECEUTICALS, INC.",OUTRIGHT,WATSONS
160654,"PROHANSEN PHARMA PHILS. INC.",OUTRIGHT,WATSONS
164037,"PROMINENCE MARKETING RESOURCES INC.","STORE CONSIGNOR",HARDWARE
164227,"PROMODERN INDUSTRIES INC.","STORE CONSIGNOR","MEN'S WEAR,GIRLS TEENS' WEAR,MEN'S WEAR DS,GIRLS' TEEN WEAR DS"
164233,"PROPEL RC SERVICES MANILA INC.","STORE CONSIGNOR",TOYS
160483,"PRO-PLAYER GARMENTS MFG CORP",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,WOMEN'S WEAR 3,MEN'S WEAR PLUS"
164176,"PRO-SOURCE IMPEX PHILS. INC.","STORE CONSIGNOR",WATSONS
164077,"PROSPERITY HARDWARE","STORE CONSIGNOR","HARDWARE,WATSONS"
164178,"PRO-WORLD INC","STORE CONSIGNOR","PET EXPRESS"
160502,"PSALMSTRE ENTERPRISES INC",OUTRIGHT,WATSONS
164088,"PSICOM PUBLISHING INC","STORE CONSIGNOR","TOYS,STATIONERY"
160594,"PSYCHROMATIC APPAREL TRADING",OUTRIGHT,KULTURA
160342,"PULILAN BUTTERFLY HAVEN INC",OUTRIGHT,KULTURA
160377,"PURDYS ENTERPRISES INCORPORATED",OUTRIGHT,"SURPLUS SHOP,FURNITURE & FIXTURES,LINENS AND ACCESSORIES"
160496,"PUREFORM COSMETIC PRODUCTS INCORPORATED",OUTRIGHT,WATSONS
160679,"PUREKNITS MARKETING CORPORATION",OUTRIGHT,"GIRLS TEENS' WEAR,WOMEN'S WEAR 2"
160380,"PURITY LABORATORIES",OUTRIGHT,WATSONS
164104,"PURPLEGLOW APPAREL CONCEPTS INC","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 1 DS"
160585,"PURPLESTAR TRADING INC",OUTRIGHT,SNACKS
174017,"QTRON CORPORATION","STORE CONSIGNOR",HARDWARE
170004,"QUALITRADE INTERNATIONAL MARKETINGINCORPORATED",OUTRIGHT,"MEN'S SHOES,BABIES' WEAR,WOMEN'S ACCESSORIES,BABIES ACCS & FURN,TOYS"
174012,"QUALITY TOOLS & HARDWARE IMPORT CO.","STORE CONSIGNOR",HARDWARE
170011,"QUATROCENTO INCORPORATED",OUTRIGHT,"LINENS AND ACCESSORIES,DECOR AND ACCESSORIES"
170260,"QUEZON LAMBANOG DISTRIBUTION CENTER",OUTRIGHT,KULTURA
170208,"QUICK STITCH EMBROIDERY",OUTRIGHT,BAGS
180313,"R & S ENTERPRISE COMPANY",OUTRIGHT,"MEN'S ACCESSORIES,KIDS' SHOES"
180336,"R.A.P. WOODCRAFT",OUTRIGHT,"DECOR AND ACCESSORIES"
180167,"R.Y. GABRIEL ENTS INC",OUTRIGHT,WATSONS
184045,"RA SOUVENIR SHOPPE","STORE CONSIGNOR",KULTURA
180220,"RADIANT FOOD PRODUCTS",OUTRIGHT,SNACKS
180162,"RAFAEL D. LOPEZ HANDICRAFT",OUTRIGHT,"MEN'S ACCESSORIES,KULTURA"
184071,"RAFFAELLA'S CREATION","STORE CONSIGNOR",KULTURA
184154,"RAFFAELLA'S WEARING APPAREL COMPANY INC.","STORE CONSIGNOR",KULTURA
184042,"RAFFCO INTL TRADING CORP","STORE CONSIGNOR","WOMEN'S WEAR 1,WATSONS,WOMEN'S WEAR 1 DS"
180453,"RAINBOW TIKOG INDUSTRY",OUTRIGHT,KULTURA
184108,"RAINDANCE INCORPORATED","STORE CONSIGNOR",WATSONS
180230,"RAINIERS RESEARCH & DEVELOPMENTINSTITUTE INCORPORATED",OUTRIGHT,WATSONS
180407,"RAJOMA GIFTS N HOME ACCENTS INC",OUTRIGHT,"DECOR AND ACCESSORIES"
180329,"RALPH-RAVEN SHOES MANUFACTURING CORP",OUTRIGHT,"WOMEN'S SHOES"
180445,"RAMEILUIS TRADING INC",OUTRIGHT,"MEN'S ACCESSORIES,KIDS' ACCESSORIES"
184162,"RAMOS BENSON TRADING","STORE CONSIGNOR","PET EXPRESS"
180422,"RAYA STARLINE COUTURE AND GARMENTS INC",OUTRIGHT,"BOYS TEENS' WEAR"
180432,"RBSA BAG ENTERPRISES",OUTRIGHT,"KIDS' ACCESSORIES"
180512,"RBSA BAGS AND SHOES INC.",OUTRIGHT,"KIDS' ACCESSORIES,GUAM ISLAND"
180417,"RC WORLD UNLIMITED ENTERPRISES INC",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,KIDS' SHOES"
180449,"RCUBES MARKETING INC",OUTRIGHT,WATSONS
180459,"RDL HANDICRAFT",OUTRIGHT,KULTURA
180862,"REAL IMAGE INTL MKTG CORP",OUTRIGHT,"WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,WOMEN'S WEAR 3"
180493,"REAL VALUE CLOTHING & APPARELINCORPORATED",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS"
180339,"REAL VALUE CLOTHING AND APPAREL",OUTRIGHT,"MEN'S WEAR,KIDS' WEAR - GIRLS,BABIES' WEAR,BOYS TEENS' WEAR,KIDS' WEAR - BOYS,BABIES ACCS & FURN"
184097,"REALSOUND CORPORATION","STORE CONSIGNOR","KULTURA,APPLIANCE,KITCHENWARE,DECOR AND ACCESSORIES,MUSIC N VIDEO"
184144,"RED DIAMOND GLOBAL TRENDS INC","STORE CONSIGNOR","MEN'S WEAR,WOMEN'S WEAR 1,MEN'S WEAR DS,WOMEN'S WEAR 1 DS"
180269,"RED OZTRICH TRADING CORPORATION",OUTRIGHT,WATSONS
184145,"REDFOX OPTIMUS ELECTRONICS CORPORATION","STORE CONSIGNOR",APPLIANCE
184147,"RED'S CHOICE FOOD ENTERPRISES","STORE CONSIGNOR",KULTURA
184166,"REDSCOPE COMMUNICATIONS, INC.","STORE CONSIGNOR","BABIES ACCS & FURN"
184151,"REGENT DISTRIBUTOR PHILIPPINES INC","STORE CONSIGNOR","BAGS,BAGS DS"
180836,"REGENT FOODS CORPORATION",OUTRIGHT,"SNACKS,GUAM ISLAND"
180240,"REJ DIAMOND PHARMACEUTICALS INC",OUTRIGHT,WATSONS
180795,"RELSWICK MASTERCRAFT",OUTRIGHT,TOYS
180322,"RENCIE FASHION ACCESSORIES",OUTRIGHT,KULTURA
180426,"RESONATE TRADING",OUTRIGHT,WATSONS
180410,"REVERAM INC",OUTRIGHT,TOYS
180262,"RGIES DELICACIES",OUTRIGHT,SNACKS
180436,"RGLY GARMENTS TRADING",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,KIDS' WEAR - BOYS"
180419,"RHEANA'S IMPORT & EXPORT",OUTRIGHT,TOYS
180438,"RHEANA'S TRADING INC",OUTRIGHT,TOYS
180255,"RHEINLAND DISTRIBUTIONS INC",OUTRIGHT,"BABIES ACCS & FURN,WATSONS"
180416,"RHODESIAN DISTRIBUTOR",OUTRIGHT,WATSONS
184138,"RI-AN COMMERCIAL INC","STORE CONSIGNOR",HARDWARE
184006,"RICCI LIZASO DRESS SHOP","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 1 DS"
180164,"RICHDON INTERNATIONAL TRADING",OUTRIGHT,"STORAGE AND ORGANIZER,TABLEWARE,DECOR AND ACCESSORIES,HARDWARE"
180122,"RICHFORD MARKETING",OUTRIGHT,WATSONS
184150,"RICHLINE STAR TRADING","STORE CONSIGNOR",HARDWARE
180139,"RICHWIN GARMENTS",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,WOMEN'S ACCESSORIES,WOMEN'S WEAR 3,SMART BUY"
180381,"RIC-JO INTERNATIONAL ENTERPRISE",OUTRIGHT,KULTURA
180411,"RICKJAY TRADING PHILS. INC.",OUTRIGHT,"WOMEN'S WEAR 2"
184156,"RICKNETH DISTRIBUTION INC","STORE CONSIGNOR","MUSIC N VIDEO"
180249,"RICLY METAL MANUFACTURING",OUTRIGHT,APPLIANCE
184171,"RIGHT GOODS SOUTH OPERATIONS INC.","STORE CONSIGNOR","BABIES ACCS & FURN"
184140,"RIMINI ITALIA CORPORATION","STORE CONSIGNOR","KIDS' WEAR - GIRLS,KIDS' WEAR - GIRLS DS"
180480,"RINADESIGN INC.",OUTRIGHT,KULTURA
180505,"RITEMED PHILS INC",OUTRIGHT,WATSONS
184155,"RIZE INNOVATIONS INC","STORE CONSIGNOR","PET EXPRESS"
180813,"R-KHAYE SHOES",OUTRIGHT,"WOMEN'S SHOES,KIDS' SHOES"
184149,"RNJ AQUA SOLUTIONS INC","STORE CONSIGNOR",WATSONS
184153,"ROB VETSWORLD ANIMAL CLINIC","STORE CONSIGNOR","PET EXPRESS"
180542,"ROBERT BOSCH INC.",OUTRIGHT,HARDWARE
180373,"ROCHAR COSMECEUTICALS INC",OUTRIGHT,WATSONS
184089,"ROCHELI'S LAMP CENTER","STORE CONSIGNOR","DECOR AND ACCESSORIES,CRATE AND BARREL"
180321,"ROCKSPORT INTERNATIONAL CORPORATION",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,LUGGAGE,KIDS' SHOES"
180401,"RODARA HANDICRAFT",OUTRIGHT,KULTURA
180989,"ROMAR'S MANUFACTURING",OUTRIGHT,WATSONS
184129,"ROSA FIORE HOUSE CORP","STORE CONSIGNOR",WATSONS
180258,"ROSA QUIJANO HANDICRAFT",OUTRIGHT,"WOMEN'S ACCESSORIES,KULTURA,DECOR AND ACCESSORIES"
180166,"ROS-ALVA MARKETING CORPORATION",OUTRIGHT,"DECOR AND ACCESSORIES,WOMEN'S WEAR 3,HARDWARE,WATSONS"
180458,"ROSE VRAI GARMENTS INC.",OUTRIGHT,"KIDS' WEAR - GIRLS,KIDS' WEAR - BOYS,LINENS AND ACCESSORIES"
180312,"ROSEGOLD MARKETING",OUTRIGHT,KULTURA
180340,"ROTONDO TRADING INC",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,WOMEN'S WEAR 3"
180347,"ROVILAND MERCHANDISING",OUTRIGHT,"KULTURA,DECOR AND ACCESSORIES"
180092,"ROXANNE KAY FASHION",OUTRIGHT,"KIDS' WEAR - GIRLS,BABIES' WEAR,WOMEN'S WEAR 3,SMART BUY"
184163,"ROYAL BEAR CONFECTIONERIES INC.","STORE CONSIGNOR",SNACKS
180492,"ROYAL LINK INDUSTRIES INC",OUTRIGHT,APPLIANCE
180317,"ROYAL TERN CERAMICS PHILS., INC.",OUTRIGHT,HARDWARE
180475,"ROYAL TOUCH WOODWORKS",OUTRIGHT,"BABIES ACCS & FURN"
180182,"RPG DISTRIBUTION SERVICES INC",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,SNACKS,WATSONS"
180387,"RSC FOOD PRODUCTS CORP",OUTRIGHT,"SNACKS,GUAM ISLAND"
184159,"RSD AQUAPONICS PLANT AND ACCESSORIES","STORE CONSIGNOR","DECOR AND ACCESSORIES"
180394,"RURUNGAN SA TUBOD FOUNDATION INC",OUTRIGHT,KULTURA
180478,"RX GLOBAL SALES AND MKTG CORP.",OUTRIGHT,WATSONS
184160,"RZBANG TRADING INC.","STORE CONSIGNOR",KULTURA
150346,"S & A INTERNATIONAL SALES INC",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,BOYS TEENS' WEAR,SURPLUS SHOP,PET EXPRESS,SPORTS CENTRAL"
150550,"S MERCHANDISING CORPORATION",OUTRIGHT,SNACKS
194174,"S. LUCAS ENTERPRISES","STORE CONSIGNOR","OUR HOME,DECOR AND ACCESSORIES"
190645,"S.O.G. MANUFACTURING CORPORATION",OUTRIGHT,"MEN'S SHOES,WOMEN'S SHOES,KIDS' SHOES"
194249,"SAFETY SHIELD ENTERPRISES","STORE CONSIGNOR",HARDWARE
150577,"SAFFY INC",OUTRIGHT,KULTURA
150376,"SAIL BOAT GARMENT MANUFACTURING CORP",OUTRIGHT,"WOMEN'S WEAR 1,BABIES' WEAR,WOMEN'S WEAR 3,WATSONS"
150575,"SAKKOS TRADING & GEN. MERCHANDISE INC",OUTRIGHT,BAGS
150511,"SALUTARE INC",OUTRIGHT,WATSONS
230222,"SAM LIM CORPORATION",OUTRIGHT,SNACKS
190239,"SAMSUNG ELECTRONICS PHILIPPINESCORPORATION",OUTRIGHT,APPLIANCE
194263,"SANGRA RTW FASHION","STORE CONSIGNOR","WOMEN'S WEAR 1,WOMEN'S WEAR 3,WOMEN'S WEAR 1 DS,WOMEN'S WEAR 3 DS"
150651,"SANMATTELI CORPORATION",OUTRIGHT,"MEN'S ACCESSORIES"
194397,"SANTRIZPH CO.","STORE CONSIGNOR",KULTURA
190362,"SAPPHIRE IMPEX LTD CO",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,KULTURA,WOMEN'S WEAR 3,SMART BUY"
150673,"SARET ORGANIC FARMVILLE",OUTRIGHT,KULTURA
150603,"SASH FASH INTERNATIONAL TRADING",OUTRIGHT,"KIDS' ACCESSORIES"
190415,"SASMUAN DELICACIES",OUTRIGHT,SNACKS
150384,"SASSY MECCA GROUPS CO.",OUTRIGHT,"WOMEN'S WEAR 1,WOMEN'S WEAR 2"
194399,"SATCHMIGROUP INC","STORE CONSIGNOR",GADGETS
150357,"SAYSON COTTAGE INDUSTRIES INC",OUTRIGHT,KULTURA
194115,"SBMF INTERNATIONAL MARKETING INC","STORE CONSIGNOR","BABIES' WEAR,BABIES' WEAR DS"
150691,"SCHEELING, INC.",OUTRIGHT,WATSONS
150660,"SCRIPTMED, INC.",OUTRIGHT,WATSONS
150593,"SCV TEXTILE TRADING, INC.",OUTRIGHT,"SMART BUY"
150613,"SD HARDWARE",OUTRIGHT,HARDWARE
190059,"SEAGULL ENTERPRISES",OUTRIGHT,STATIONERY
150671,"SEANLUC INC.",OUTRIGHT,SNACKS
190546,"SEKINA ENTERPRISE",OUTRIGHT,"MEN'S ACCESSORIES,WOMEN'S ACCESSORIES,BAGS,LINENS AND ACCESSORIES,STATIONERY"
190534,"SELF-GARMENTS TRADING CO.",OUTRIGHT,"MEN'S WEAR,WOMEN'S WEAR 1,KIDS' WEAR - GIRLS,GIRLS TEENS' WEAR,WOMEN'S WEAR 2,BABIES' WEAR,BOYS TEENS' WEAR,SURPLUS SHOP,MEN'S ACCESSORIES,KULTURA,SMART BUY"
150615,"SELINRAIL INTERNATIONAL TRADING",OUTRIGHT,KULTURA
194391,"SEMSEI ENTERPRISES","STORE CONSIGNOR","OUR HOME,TABLEWARE,LINENS AND ACCESSORIES,DECOR AND ACCESSORIES,CRATE AND BARREL"
194199,"SENSA INCORPORATED","STORE CONSIGNOR",WATSONS
