VENDOR_CODE,VENDOR_NAME
024184,"BABYBAMBOO ENTERPRISES"
020541,"BELMAX TRADING"
080226,"HANDRICH SALES VENTURES INC."
094022,"ISHA-RAE COMMERCIAL INC"
