VENDOR_CODE,VENDOR_NAME
034138,"CDC MANUFACTURING CORP"
170281,"CVX BEYOND TREND CORPORATION"
050290,"ELIO PHILIPPINES INC"
164203,"PAWS AROUND THE TOWN PET STORE"
